Year,Компоненти індексу,Область,Вік,Стать,Value
2022,Політична безпека,Дніпропетровська,,,
2023,Політична безпека,Дніпропетровська,,,
2017,Політична безпека,Дніпропетровська,18 – 35 років,,
2018,Політична безпека,Дніпропетровська,18 – 35 років,,
2019,Політична безпека,Дніпропетровська,18 – 35 років,,
2020,Політична безпека,Дніпропетровська,18 – 35 років,,
2021,Політична безпека,Дніпропетровська,18 – 35 років,,
2022,Політична безпека,Дніпропетровська,18 – 35 років,,
2023,Політична безпека,Дніпропетровська,18 – 35 років,,
2017,Політична безпека,Дніпропетровська,36 – 60 років,,
2018,Політична безпека,Дніпропетровська,36 – 60 років,,
2019,Політична безпека,Дніпропетровська,36 – 60 років,,
2020,Політична безпека,Дніпропетровська,36 – 60 років,,
2021,Політична безпека,Дніпропетровська,36 - 59 років,,
2022,Політична безпека,Дніпропетровська,36 - 59 років,,
2023,Політична безпека,Дніпропетровська,36 - 59 років,,
2017,Політична безпека,Дніпропетровська,61 рік і старші,,
2018,Політична безпека,Дніпропетровська,61 рік і старші,,
2019,Політична безпека,Дніпропетровська,61 рік і старші,,
2020,Політична безпека,Дніпропетровська,61 рік і старші,,
2021,Політична безпека,Дніпропетровська,60 років і старші,,
2022,Політична безпека,Дніпропетровська,60 років і старші,,
2023,Політична безпека,Дніпропетровська,60 років і старші,,
2017,Політична безпека,Дніпропетровська,,чоловіки,
2018,Політична безпека,Дніпропетровська,,чоловіки,
2019,Політична безпека,Дніпропетровська,,чоловіки,
2020,Політична безпека,Дніпропетровська,,чоловіки,
2021,Політична безпека,Дніпропетровська,,чоловіки,
2022,Політична безпека,Дніпропетровська,,чоловіки,
2023,Політична безпека,Дніпропетровська,,чоловіки,
2017,Політична безпека,Дніпропетровська,,жінки,
2018,Політична безпека,Дніпропетровська,,жінки,
2019,Політична безпека,Дніпропетровська,,жінки,
2020,Політична безпека,Дніпропетровська,,жінки,
2021,Політична безпека,Дніпропетровська,,жінки,
2022,Політична безпека,Дніпропетровська,,жінки,
2023,Політична безпека,Дніпропетровська,,жінки,
2017,Політична безпека,Запорізька,,,
2018,Політична безпека,Запорізька,,,
2019,Політична безпека,Запорізька,,,
2020,Політична безпека,Запорізька,,,
2021,Політична безпека,Запорізька,,,
2022,Політична безпека,Запорізька,,,
2023,Політична безпека,Запорізька,,,
2017,Політична безпека,Запорізька,18 – 35 років,,
2018,Політична безпека,Запорізька,18 – 35 років,,
2019,Політична безпека,Запорізька,18 – 35 років,,
2020,Політична безпека,Запорізька,18 – 35 років,,
2021,Політична безпека,Запорізька,18 – 35 років,,
2022,Політична безпека,Запорізька,18 – 35 років,,
2023,Політична безпека,Запорізька,18 – 35 років,,
2017,Політична безпека,Запорізька,36 – 60 років,,
2018,Політична безпека,Запорізька,36 – 60 років,,
2019,Політична безпека,Запорізька,36 – 60 років,,
2020,Політична безпека,Запорізька,36 – 60 років,,
2021,Політична безпека,Запорізька,36 - 59 років,,
2022,Політична безпека,Запорізька,36 - 59 років,,
2023,Політична безпека,Запорізька,36 - 59 років,,
2017,Політична безпека,Запорізька,61 рік і старші,,
2018,Політична безпека,Запорізька,61 рік і старші,,
2019,Політична безпека,Запорізька,61 рік і старші,,
2020,Політична безпека,Запорізька,61 рік і старші,,
2021,Політична безпека,Запорізька,60 років і старші,,
2022,Політична безпека,Запорізька,60 років і старші,,
2023,Політична безпека,Запорізька,60 років і старші,,
2017,Політична безпека,Запорізька,,чоловіки,
2018,Політична безпека,Запорізька,,чоловіки,
2019,Політична безпека,Запорізька,,чоловіки,
2020,Політична безпека,Запорізька,,чоловіки,
2021,Політична безпека,Запорізька,,чоловіки,
2022,Політична безпека,Запорізька,,чоловіки,
2023,Політична безпека,Запорізька,,чоловіки,
2017,Політична безпека,Запорізька,,жінки,
2018,Політична безпека,Запорізька,,жінки,
2019,Політична безпека,Запорізька,,жінки,
2020,Політична безпека,Запорізька,,жінки,
2021,Політична безпека,Запорізька,,жінки,
2022,Політична безпека,Запорізька,,жінки,
2023,Політична безпека,Запорізька,,жінки,
2017,Політична безпека,Харківська,,,
2018,Політична безпека,Харківська,,,
2019,Політична безпека,Харківська,,,
2020,Політична безпека,Харківська,,,
2021,Політична безпека,Харківська,,,
2022,Політична безпека,Харківська,,,
2023,Політична безпека,Харківська,,,
2017,Політична безпека,Харківська,18 – 35 років,,
2018,Політична безпека,Харківська,18 – 35 років,,
2019,Політична безпека,Харківська,18 – 35 років,,
2020,Політична безпека,Харківська,18 – 35 років,,
2021,Політична безпека,Харківська,18 – 35 років,,
2022,Політична безпека,Харківська,18 – 35 років,,
2023,Політична безпека,Харківська,18 – 35 років,,
2017,Політична безпека,Харківська,36 – 60 років,,
2018,Політична безпека,Харківська,36 – 60 років,,
2019,Політична безпека,Харківська,36 – 60 років,,
2020,Політична безпека,Харківська,36 – 60 років,,
2021,Політична безпека,Харківська,36 - 59 років,,
2022,Політична безпека,Харківська,36 - 59 років,,
2023,Політична безпека,Харківська,36 - 59 років,,
2017,Політична безпека,Харківська,61 рік і старші,,
2018,Політична безпека,Харківська,61 рік і старші,,
2019,Політична безпека,Харківська,61 рік і старші,,
2020,Політична безпека,Харківська,61 рік і старші,,
2021,Політична безпека,Харківська,60 років і старші,,
2022,Політична безпека,Харківська,60 років і старші,,
2023,Політична безпека,Харківська,60 років і старші,,
2017,Політична безпека,Харківська,,чоловіки,
2018,Політична безпека,Харківська,,чоловіки,
2019,Політична безпека,Харківська,,чоловіки,
2020,Політична безпека,Харківська,,чоловіки,
2021,Політична безпека,Харківська,,чоловіки,
2022,Політична безпека,Харківська,,чоловіки,
2023,Політична безпека,Харківська,,чоловіки,
2017,Політична безпека,Харківська,,жінки,
2018,Політична безпека,Харківська,,жінки,
2019,Політична безпека,Харківська,,жінки,
2020,Політична безпека,Харківська,,жінки,
2021,Політична безпека,Харківська,,жінки,
2022,Політична безпека,Харківська,,жінки,
2023,Політична безпека,Харківська,,жінки,
2017,Готовність до діалогу з різними групами,Донецька,,,
2018,Готовність до діалогу з різними групами,Донецька,,,
2019,Готовність до діалогу з різними групами,Донецька,,,
2020,Готовність до діалогу з різними групами,Донецька,,,
2021,Готовність до діалогу з різними групами,Донецька,,,4.5
2022,Готовність до діалогу з різними групами,Донецька,,,
2023,Готовність до діалогу з різними групами,Донецька,,,
2017,Готовність до діалогу з різними групами,Донецька,18 – 35 років,,
2018,Готовність до діалогу з різними групами,Донецька,18 – 35 років,,
2019,Готовність до діалогу з різними групами,Донецька,18 – 35 років,,
2020,Готовність до діалогу з різними групами,Донецька,18 – 35 років,,
2021,Готовність до діалогу з різними групами,Донецька,18 – 35 років,,4.6
2022,Готовність до діалогу з різними групами,Донецька,18 – 35 років,,
2023,Готовність до діалогу з різними групами,Донецька,18 – 35 років,,
2017,Готовність до діалогу з різними групами,Донецька,36 – 60 років,,
2018,Готовність до діалогу з різними групами,Донецька,36 – 60 років,,
2019,Готовність до діалогу з різними групами,Донецька,36 – 60 років,,
2020,Готовність до діалогу з різними групами,Донецька,36 – 60 років,,
2021,Готовність до діалогу з різними групами,Донецька,36 - 59 років,,4.5
2022,Готовність до діалогу з різними групами,Донецька,36 - 59 років,,
2023,Готовність до діалогу з різними групами,Донецька,36 - 59 років,,
2017,Готовність до діалогу з різними групами,Донецька,61 рік і старші,,
2018,Готовність до діалогу з різними групами,Донецька,61 рік і старші,,
2019,Готовність до діалогу з різними групами,Донецька,61 рік і старші,,
2020,Готовність до діалогу з різними групами,Донецька,61 рік і старші,,
2021,Готовність до діалогу з різними групами,Донецька,60 років і старші,,4.3
2022,Готовність до діалогу з різними групами,Донецька,60 років і старші,,
2023,Готовність до діалогу з різними групами,Донецька,60 років і старші,,
2017,Готовність до діалогу з різними групами,Донецька,,чоловіки,
2018,Готовність до діалогу з різними групами,Донецька,,чоловіки,
2019,Готовність до діалогу з різними групами,Донецька,,чоловіки,
2020,Готовність до діалогу з різними групами,Донецька,,чоловіки,
2021,Готовність до діалогу з різними групами,Донецька,,чоловіки,4.7
2022,Готовність до діалогу з різними групами,Донецька,,чоловіки,
2023,Готовність до діалогу з різними групами,Донецька,,чоловіки,
2017,Готовність до діалогу з різними групами,Донецька,,жінки,
2018,Готовність до діалогу з різними групами,Донецька,,жінки,
2019,Готовність до діалогу з різними групами,Донецька,,жінки,
2020,Готовність до діалогу з різними групами,Донецька,,жінки,
2021,Готовність до діалогу з різними групами,Донецька,,жінки,4.3
2022,Готовність до діалогу з різними групами,Донецька,,жінки,
2023,Готовність до діалогу з різними групами,Донецька,,жінки,
2017,Готовність до діалогу з різними групами,Луганська,,,
2018,Готовність до діалогу з різними групами,Луганська,,,
2019,Готовність до діалогу з різними групами,Луганська,,,
2020,Готовність до діалогу з різними групами,Луганська,,,
2021,Готовність до діалогу з різними групами,Луганська,,,3.9
2022,Готовність до діалогу з різними групами,Луганська,,,
2023,Готовність до діалогу з різними групами,Луганська,,,
2017,Готовність до діалогу з різними групами,Луганська,18 – 35 років,,
2018,Готовність до діалогу з різними групами,Луганська,18 – 35 років,,
2019,Готовність до діалогу з різними групами,Луганська,18 – 35 років,,
2020,Готовність до діалогу з різними групами,Луганська,18 – 35 років,,
2021,Готовність до діалогу з різними групами,Луганська,18 – 35 років,,4.3
2022,Готовність до діалогу з різними групами,Луганська,18 – 35 років,,
2023,Готовність до діалогу з різними групами,Луганська,18 – 35 років,,
2017,Готовність до діалогу з різними групами,Луганська,36 – 60 років,,
2018,Готовність до діалогу з різними групами,Луганська,36 – 60 років,,
2019,Готовність до діалогу з різними групами,Луганська,36 – 60 років,,
2020,Готовність до діалогу з різними групами,Луганська,36 – 60 років,,
2021,Готовність до діалогу з різними групами,Луганська,36 - 59 років,,3.8
2022,Готовність до діалогу з різними групами,Луганська,36 - 59 років,,
2023,Готовність до діалогу з різними групами,Луганська,36 - 59 років,,
2017,Готовність до діалогу з різними групами,Луганська,61 рік і старші,,
2018,Готовність до діалогу з різними групами,Луганська,61 рік і старші,,
2019,Готовність до діалогу з різними групами,Луганська,61 рік і старші,,
2020,Готовність до діалогу з різними групами,Луганська,61 рік і старші,,
2021,Готовність до діалогу з різними групами,Луганська,60 років і старші,,3.6
2022,Готовність до діалогу з різними групами,Луганська,60 років і старші,,
2023,Готовність до діалогу з різними групами,Луганська,60 років і старші,,
2017,Готовність до діалогу з різними групами,Луганська,,чоловіки,
2018,Готовність до діалогу з різними групами,Луганська,,чоловіки,
2019,Готовність до діалогу з різними групами,Луганська,,чоловіки,
2020,Готовність до діалогу з різними групами,Луганська,,чоловіки,
2021,Готовність до діалогу з різними групами,Луганська,,чоловіки,4.2
2022,Готовність до діалогу з різними групами,Луганська,,чоловіки,
2023,Готовність до діалогу з різними групами,Луганська,,чоловіки,
2017,Готовність до діалогу з різними групами,Луганська,,жінки,
2018,Готовність до діалогу з різними групами,Луганська,,жінки,
2019,Готовність до діалогу з різними групами,Луганська,,жінки,
2020,Готовність до діалогу з різними групами,Луганська,,жінки,
2021,Готовність до діалогу з різними групами,Луганська,,жінки,3.6
2022,Готовність до діалогу з різними групами,Луганська,,жінки,
2023,Готовність до діалогу з різними групами,Луганська,,жінки,
2017,Готовність до діалогу з різними групами,Дніпропетровська,,,
2018,Готовність до діалогу з різними групами,Дніпропетровська,,,
2019,Готовність до діалогу з різними групами,Дніпропетровська,,,
2020,Готовність до діалогу з різними групами,Дніпропетровська,,,
2021,Готовність до діалогу з різними групами,Дніпропетровська,,,
2022,Готовність до діалогу з різними групами,Дніпропетровська,,,
2023,Готовність до діалогу з різними групами,Дніпропетровська,,,
2017,Готовність до діалогу з різними групами,Дніпропетровська,18 – 35 років,,
2018,Готовність до діалогу з різними групами,Дніпропетровська,18 – 35 років,,
2019,Готовність до діалогу з різними групами,Дніпропетровська,18 – 35 років,,
2020,Готовність до діалогу з різними групами,Дніпропетровська,18 – 35 років,,
2021,Готовність до діалогу з різними групами,Дніпропетровська,18 – 35 років,,
2022,Готовність до діалогу з різними групами,Дніпропетровська,18 – 35 років,,
2023,Готовність до діалогу з різними групами,Дніпропетровська,18 – 35 років,,
2017,Готовність до діалогу з різними групами,Дніпропетровська,36 – 60 років,,
2018,Готовність до діалогу з різними групами,Дніпропетровська,36 – 60 років,,
2019,Готовність до діалогу з різними групами,Дніпропетровська,36 – 60 років,,
2020,Готовність до діалогу з різними групами,Дніпропетровська,36 – 60 років,,
2021,Готовність до діалогу з різними групами,Дніпропетровська,36 - 59 років,,
2022,Готовність до діалогу з різними групами,Дніпропетровська,36 - 59 років,,
2023,Готовність до діалогу з різними групами,Дніпропетровська,36 - 59 років,,
2017,Готовність до діалогу з різними групами,Дніпропетровська,61 рік і старші,,
2018,Готовність до діалогу з різними групами,Дніпропетровська,61 рік і старші,,
2019,Готовність до діалогу з різними групами,Дніпропетровська,61 рік і старші,,
2020,Готовність до діалогу з різними групами,Дніпропетровська,61 рік і старші,,
2021,Готовність до діалогу з різними групами,Дніпропетровська,60 років і старші,,
2022,Готовність до діалогу з різними групами,Дніпропетровська,60 років і старші,,
2023,Готовність до діалогу з різними групами,Дніпропетровська,60 років і старші,,
2017,Готовність до діалогу з різними групами,Дніпропетровська,,чоловіки,
2018,Готовність до діалогу з різними групами,Дніпропетровська,,чоловіки,
2019,Готовність до діалогу з різними групами,Дніпропетровська,,чоловіки,
2020,Готовність до діалогу з різними групами,Дніпропетровська,,чоловіки,
2021,Готовність до діалогу з різними групами,Дніпропетровська,,чоловіки,
2022,Готовність до діалогу з різними групами,Дніпропетровська,,чоловіки,
2023,Готовність до діалогу з різними групами,Дніпропетровська,,чоловіки,
2017,Готовність до діалогу з різними групами,Дніпропетровська,,жінки,
2018,Готовність до діалогу з різними групами,Дніпропетровська,,жінки,
2019,Готовність до діалогу з різними групами,Дніпропетровська,,жінки,
2020,Готовність до діалогу з різними групами,Дніпропетровська,,жінки,
2021,Готовність до діалогу з різними групами,Дніпропетровська,,жінки,
2022,Готовність до діалогу з різними групами,Дніпропетровська,,жінки,
2023,Готовність до діалогу з різними групами,Дніпропетровська,,жінки,
2017,Готовність до діалогу з різними групами,Запорізька,,,
2018,Готовність до діалогу з різними групами,Запорізька,,,
2019,Готовність до діалогу з різними групами,Запорізька,,,
2020,Готовність до діалогу з різними групами,Запорізька,,,
2021,Готовність до діалогу з різними групами,Запорізька,,,
2022,Готовність до діалогу з різними групами,Запорізька,,,
2023,Готовність до діалогу з різними групами,Запорізька,,,
2017,Готовність до діалогу з різними групами,Запорізька,18 – 35 років,,
2018,Готовність до діалогу з різними групами,Запорізька,18 – 35 років,,
2019,Готовність до діалогу з різними групами,Запорізька,18 – 35 років,,
2020,Готовність до діалогу з різними групами,Запорізька,18 – 35 років,,
2021,Готовність до діалогу з різними групами,Запорізька,18 – 35 років,,
2022,Готовність до діалогу з різними групами,Запорізька,18 – 35 років,,
2023,Готовність до діалогу з різними групами,Запорізька,18 – 35 років,,
2017,Готовність до діалогу з різними групами,Запорізька,36 – 60 років,,
2018,Готовність до діалогу з різними групами,Запорізька,36 – 60 років,,
2019,Готовність до діалогу з різними групами,Запорізька,36 – 60 років,,
2020,Готовність до діалогу з різними групами,Запорізька,36 – 60 років,,
2021,Готовність до діалогу з різними групами,Запорізька,36 - 59 років,,
2022,Готовність до діалогу з різними групами,Запорізька,36 - 59 років,,
2023,Готовність до діалогу з різними групами,Запорізька,36 - 59 років,,
2017,Готовність до діалогу з різними групами,Запорізька,61 рік і старші,,
2018,Готовність до діалогу з різними групами,Запорізька,61 рік і старші,,
2019,Готовність до діалогу з різними групами,Запорізька,61 рік і старші,,
2020,Готовність до діалогу з різними групами,Запорізька,61 рік і старші,,
2021,Готовність до діалогу з різними групами,Запорізька,60 років і старші,,
2022,Готовність до діалогу з різними групами,Запорізька,60 років і старші,,
2023,Готовність до діалогу з різними групами,Запорізька,60 років і старші,,
2017,Готовність до діалогу з різними групами,Запорізька,,чоловіки,
2018,Готовність до діалогу з різними групами,Запорізька,,чоловіки,
2019,Готовність до діалогу з різними групами,Запорізька,,чоловіки,
2020,Готовність до діалогу з різними групами,Запорізька,,чоловіки,
2021,Готовність до діалогу з різними групами,Запорізька,,чоловіки,
2022,Готовність до діалогу з різними групами,Запорізька,,чоловіки,
2023,Готовність до діалогу з різними групами,Запорізька,,чоловіки,
2017,Готовність до діалогу з різними групами,Запорізька,,жінки,
2018,Готовність до діалогу з різними групами,Запорізька,,жінки,
2019,Готовність до діалогу з різними групами,Запорізька,,жінки,
2020,Готовність до діалогу з різними групами,Запорізька,,жінки,
2021,Готовність до діалогу з різними групами,Запорізька,,жінки,
2022,Готовність до діалогу з різними групами,Запорізька,,жінки,
2023,Готовність до діалогу з різними групами,Запорізька,,жінки,
2017,Готовність до діалогу з різними групами,Харківська,,,
2018,Готовність до діалогу з різними групами,Харківська,,,
2019,Готовність до діалогу з різними групами,Харківська,,,
2020,Готовність до діалогу з різними групами,Харківська,,,
2021,Готовність до діалогу з різними групами,Харківська,,,
2022,Готовність до діалогу з різними групами,Харківська,,,
2023,Готовність до діалогу з різними групами,Харківська,,,
2017,Готовність до діалогу з різними групами,Харківська,18 – 35 років,,
2018,Готовність до діалогу з різними групами,Харківська,18 – 35 років,,
2019,Готовність до діалогу з різними групами,Харківська,18 – 35 років,,
2020,Готовність до діалогу з різними групами,Харківська,18 – 35 років,,
2021,Готовність до діалогу з різними групами,Харківська,18 – 35 років,,
2022,Готовність до діалогу з різними групами,Харківська,18 – 35 років,,
2023,Готовність до діалогу з різними групами,Харківська,18 – 35 років,,
2017,Готовність до діалогу з різними групами,Харківська,36 – 60 років,,
2018,Готовність до діалогу з різними групами,Харківська,36 – 60 років,,
2019,Готовність до діалогу з різними групами,Харківська,36 – 60 років,,
2020,Готовність до діалогу з різними групами,Харківська,36 – 60 років,,
2021,Готовність до діалогу з різними групами,Харківська,36 - 59 років,,
2022,Готовність до діалогу з різними групами,Харківська,36 - 59 років,,
2023,Готовність до діалогу з різними групами,Харківська,36 - 59 років,,
2017,Готовність до діалогу з різними групами,Харківська,61 рік і старші,,
2018,Готовність до діалогу з різними групами,Харківська,61 рік і старші,,
2019,Готовність до діалогу з різними групами,Харківська,61 рік і старші,,
2020,Готовність до діалогу з різними групами,Харківська,61 рік і старші,,
2021,Готовність до діалогу з різними групами,Харківська,60 років і старші,,
2022,Готовність до діалогу з різними групами,Харківська,60 років і старші,,
2023,Готовність до діалогу з різними групами,Харківська,60 років і старші,,
2017,Готовність до діалогу з різними групами,Харківська,,чоловіки,
2018,Готовність до діалогу з різними групами,Харківська,,чоловіки,
2019,Готовність до діалогу з різними групами,Харківська,,чоловіки,
2020,Готовність до діалогу з різними групами,Харківська,,чоловіки,
2021,Готовність до діалогу з різними групами,Харківська,,чоловіки,
2022,Готовність до діалогу з різними групами,Харківська,,чоловіки,
2023,Готовність до діалогу з різними групами,Харківська,,чоловіки,
2017,Готовність до діалогу з різними групами,Харківська,,жінки,
2018,Готовність до діалогу з різними групами,Харківська,,жінки,
2019,Готовність до діалогу з різними групами,Харківська,,жінки,
2020,Готовність до діалогу з різними групами,Харківська,,жінки,
2021,Готовність до діалогу з різними групами,Харківська,,жінки,
2022,Готовність до діалогу з різними групами,Харківська,,жінки,
2023,Готовність до діалогу з різними групами,Харківська,,жінки,
2017,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,,
2018,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,,
2019,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,,
2020,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,,
2021,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,,5.0
2022,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,,
2023,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,,
2017,"Віра у те, що кожен може впливати на зміни в країні",Донецька,18 – 35 років,,
2018,"Віра у те, що кожен може впливати на зміни в країні",Донецька,18 – 35 років,,
2019,"Віра у те, що кожен може впливати на зміни в країні",Донецька,18 – 35 років,,
2020,"Віра у те, що кожен може впливати на зміни в країні",Донецька,18 – 35 років,,
2021,"Віра у те, що кожен може впливати на зміни в країні",Донецька,18 – 35 років,,5.5
2022,"Віра у те, що кожен може впливати на зміни в країні",Донецька,18 – 35 років,,
2023,"Віра у те, що кожен може впливати на зміни в країні",Донецька,18 – 35 років,,
2017,"Віра у те, що кожен може впливати на зміни в країні",Донецька,36 – 60 років,,
2018,"Віра у те, що кожен може впливати на зміни в країні",Донецька,36 – 60 років,,
2019,"Віра у те, що кожен може впливати на зміни в країні",Донецька,36 – 60 років,,
2020,"Віра у те, що кожен може впливати на зміни в країні",Донецька,36 – 60 років,,
2021,"Віра у те, що кожен може впливати на зміни в країні",Донецька,36 - 59 років,,5.0
2022,"Віра у те, що кожен може впливати на зміни в країні",Донецька,36 - 59 років,,
2023,"Віра у те, що кожен може впливати на зміни в країні",Донецька,36 - 59 років,,
2017,"Віра у те, що кожен може впливати на зміни в країні",Донецька,61 рік і старші,,
2018,"Віра у те, що кожен може впливати на зміни в країні",Донецька,61 рік і старші,,
2019,"Віра у те, що кожен може впливати на зміни в країні",Донецька,61 рік і старші,,
2020,"Віра у те, що кожен може впливати на зміни в країні",Донецька,61 рік і старші,,
2021,"Віра у те, що кожен може впливати на зміни в країні",Донецька,60 років і старші,,4.8
2022,"Віра у те, що кожен може впливати на зміни в країні",Донецька,60 років і старші,,
2023,"Віра у те, що кожен може впливати на зміни в країні",Донецька,60 років і старші,,
2017,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,чоловіки,
2018,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,чоловіки,
2019,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,чоловіки,
2020,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,чоловіки,
2021,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,чоловіки,5.2
2022,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,чоловіки,
2023,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,чоловіки,
2017,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,жінки,
2018,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,жінки,
2019,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,жінки,
2020,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,жінки,
2021,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,жінки,4.9
2022,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,жінки,
2023,"Віра у те, що кожен може впливати на зміни в країні",Донецька,,жінки,
2017,"Віра у те, що кожен може впливати на зміни в країні",Луганська,,,
2018,"Віра у те, що кожен може впливати на зміни в країні",Луганська,,,
2019,"Віра у те, що кожен може впливати на зміни в країні",Луганська,,,
2020,"Віра у те, що кожен може впливати на зміни в країні",Луганська,,,
2021,"Віра у те, що кожен може впливати на зміни в країні",Луганська,,,5.2
2022,"Віра у те, що кожен може впливати на зміни в країні",Луганська,,,
2023,"Віра у те, що кожен може впливати на зміни в країні",Луганська,,,
2017,"Віра у те, що кожен може впливати на зміни в країні",Луганська,18 – 35 років,,
2018,"Віра у те, що кожен може впливати на зміни в країні",Луганська,18 – 35 років,,
2019,"Віра у те, що кожен може впливати на зміни в країні",Луганська,18 – 35 років,,
2020,"Віра у те, що кожен може впливати на зміни в країні",Луганська,18 – 35 років,,
2021,"Віра у те, що кожен може впливати на зміни в країні",Луганська,18 – 35 років,,6.1
2022,"Віра у те, що кожен може впливати на зміни в країні",Луганська,18 – 35 років,,
2023,"Віра у те, що кожен може впливати на зміни в країні",Луганська,18 – 35 років,,
2017,"Віра у те, що кожен може впливати на зміни в країні",Луганська,36 – 60 років,,
2018,"Віра у те, що кожен може впливати на зміни в країні",Луганська,36 – 60 років,,
2019,"Віра у те, що кожен може впливати на зміни в країні",Луганська,36 – 60 років,,
2020,"Віра у те, що кожен може впливати на зміни в країні",Луганська,36 – 60 років,,
2021,"Віра у те, що кожен може впливати на зміни в країні",Луганська,36 - 59 років,,5.3
2022,"Віра у те, що кожен може впливати на зміни в країні",Луганська,36 - 59 років,,
2023,"Віра у те, що кожен може впливати на зміни в країні",Луганська,36 - 59 років,,
2017,"Віра у те, що кожен може впливати на зміни в країні",Луганська,61 рік і старші,,
2018,"Віра у те, що кожен може впливати на зміни в країні",Луганська,61 рік і старші,,
2019,"Віра у те, що кожен може впливати на зміни в країні",Луганська,61 рік і старші,,
2020,"Віра у те, що кожен може впливати на зміни в країні",Луганська,61 рік і старші,,
2021,"Віра у те, що кожен може впливати на зміни в країні",Луганська,60 років і старші,,4.4
2022,"Віра у те, що кожен може впливати на зміни в країні",Луганська,60 років і старші,,
2023,"Віра у те, що кожен може впливати на зміни в країні",Луганська,60 років і старші,,
2017,"Віра у те, що кожен може впливати на зміни в країні",Луганська,,чоловіки,
2018,"Віра у те, що кожен може впливати на зміни в країні",Луганська,,чоловіки,
2019,"Віра у те, що кожен може впливати на зміни в країні",Луганська,,чоловіки,
