Year,Component,Region,Age,Gender,Value
2018,com_7_relations,13_reg_Dnipropetrovsk,,males,0.9
2019,com_7_relations,13_reg_Dnipropetrovsk,,males,
2020,com_7_relations,13_reg_Dnipropetrovsk,,males,
2021,com_7_relations,13_reg_Dnipropetrovsk,,males,
2022,com_7_relations,13_reg_Dnipropetrovsk,,males,
2023,com_7_relations,13_reg_Dnipropetrovsk,,males,
2017,com_7_relations,13_reg_Dnipropetrovsk,,females,
2018,com_7_relations,13_reg_Dnipropetrovsk,,females,0.8
2019,com_7_relations,13_reg_Dnipropetrovsk,,females,
2020,com_7_relations,13_reg_Dnipropetrovsk,,females,
2021,com_7_relations,13_reg_Dnipropetrovsk,,females,
2022,com_7_relations,13_reg_Dnipropetrovsk,,females,
2023,com_7_relations,13_reg_Dnipropetrovsk,,females,
2017,com_7_relations,17_reg_Zaporizhzhya,,,
2018,com_7_relations,17_reg_Zaporizhzhya,,,
2019,com_7_relations,17_reg_Zaporizhzhya,,,
2020,com_7_relations,17_reg_Zaporizhzhya,,,
2021,com_7_relations,17_reg_Zaporizhzhya,,,
2022,com_7_relations,17_reg_Zaporizhzhya,,,
2023,com_7_relations,17_reg_Zaporizhzhya,,,
2017,com_7_relations,17_reg_Zaporizhzhya,age_1_18_35,,
2018,com_7_relations,17_reg_Zaporizhzhya,age_1_18_35,,1.4
2019,com_7_relations,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_7_relations,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_7_relations,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_7_relations,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_7_relations,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_7_relations,17_reg_Zaporizhzhya,age_2_36_60,,
2018,com_7_relations,17_reg_Zaporizhzhya,age_2_36_60,,1.3
2019,com_7_relations,17_reg_Zaporizhzhya,age_2_36_60,,
2020,com_7_relations,17_reg_Zaporizhzhya,age_2_36_60,,
2021,com_7_relations,17_reg_Zaporizhzhya,age_36_59,,
2022,com_7_relations,17_reg_Zaporizhzhya,age_36_59,,
2023,com_7_relations,17_reg_Zaporizhzhya,age_36_59,,
2017,com_7_relations,17_reg_Zaporizhzhya,age_3_61,,
2018,com_7_relations,17_reg_Zaporizhzhya,age_3_61,,0.7
2019,com_7_relations,17_reg_Zaporizhzhya,age_3_61,,
2020,com_7_relations,17_reg_Zaporizhzhya,age_3_61,,
2021,com_7_relations,17_reg_Zaporizhzhya,age_60,,
2022,com_7_relations,17_reg_Zaporizhzhya,age_60,,
2023,com_7_relations,17_reg_Zaporizhzhya,age_60,,
2017,com_7_relations,17_reg_Zaporizhzhya,,males,
2018,com_7_relations,17_reg_Zaporizhzhya,,males,1.2
2019,com_7_relations,17_reg_Zaporizhzhya,,males,
2020,com_7_relations,17_reg_Zaporizhzhya,,males,
2021,com_7_relations,17_reg_Zaporizhzhya,,males,
2022,com_7_relations,17_reg_Zaporizhzhya,,males,
2023,com_7_relations,17_reg_Zaporizhzhya,,males,
2017,com_7_relations,17_reg_Zaporizhzhya,,females,
2018,com_7_relations,17_reg_Zaporizhzhya,,females,1.1
2019,com_7_relations,17_reg_Zaporizhzhya,,females,
2020,com_7_relations,17_reg_Zaporizhzhya,,females,
2021,com_7_relations,17_reg_Zaporizhzhya,,females,
2022,com_7_relations,17_reg_Zaporizhzhya,,females,
2023,com_7_relations,17_reg_Zaporizhzhya,,females,
2017,com_7_relations,29_reg_Kharkiv,,,
2018,com_7_relations,29_reg_Kharkiv,,,
2019,com_7_relations,29_reg_Kharkiv,,,
2020,com_7_relations,29_reg_Kharkiv,,,
2021,com_7_relations,29_reg_Kharkiv,,,
2022,com_7_relations,29_reg_Kharkiv,,,
2023,com_7_relations,29_reg_Kharkiv,,,
2017,com_7_relations,29_reg_Kharkiv,age_1_18_35,,
2018,com_7_relations,29_reg_Kharkiv,age_1_18_35,,1.5
2019,com_7_relations,29_reg_Kharkiv,age_1_18_35,,
2020,com_7_relations,29_reg_Kharkiv,age_1_18_35,,
2021,com_7_relations,29_reg_Kharkiv,age_1_18_35,,
2022,com_7_relations,29_reg_Kharkiv,age_1_18_35,,
2023,com_7_relations,29_reg_Kharkiv,age_1_18_35,,
2017,com_7_relations,29_reg_Kharkiv,age_2_36_60,,
2018,com_7_relations,29_reg_Kharkiv,age_2_36_60,,1.3
2019,com_7_relations,29_reg_Kharkiv,age_2_36_60,,
2020,com_7_relations,29_reg_Kharkiv,age_2_36_60,,
2021,com_7_relations,29_reg_Kharkiv,age_36_59,,
2022,com_7_relations,29_reg_Kharkiv,age_36_59,,
2023,com_7_relations,29_reg_Kharkiv,age_36_59,,
2017,com_7_relations,29_reg_Kharkiv,age_3_61,,
2018,com_7_relations,29_reg_Kharkiv,age_3_61,,0.8
2019,com_7_relations,29_reg_Kharkiv,age_3_61,,
2020,com_7_relations,29_reg_Kharkiv,age_3_61,,
2021,com_7_relations,29_reg_Kharkiv,age_60,,
2022,com_7_relations,29_reg_Kharkiv,age_60,,
2023,com_7_relations,29_reg_Kharkiv,age_60,,
2017,com_7_relations,29_reg_Kharkiv,,males,
2018,com_7_relations,29_reg_Kharkiv,,males,1.3
2019,com_7_relations,29_reg_Kharkiv,,males,
2020,com_7_relations,29_reg_Kharkiv,,males,
2021,com_7_relations,29_reg_Kharkiv,,males,
2022,com_7_relations,29_reg_Kharkiv,,males,
2023,com_7_relations,29_reg_Kharkiv,,males,
2017,com_7_relations,29_reg_Kharkiv,,females,
2018,com_7_relations,29_reg_Kharkiv,,females,1.2
2019,com_7_relations,29_reg_Kharkiv,,females,
2020,com_7_relations,29_reg_Kharkiv,,females,
2021,com_7_relations,29_reg_Kharkiv,,females,
2022,com_7_relations,29_reg_Kharkiv,,females,
2023,com_7_relations,29_reg_Kharkiv,,females,
2017,com_8_groups,14_reg_Donetsk,,,
2018,com_8_groups,14_reg_Donetsk,,,
2019,com_8_groups,14_reg_Donetsk,,,
2020,com_8_groups,14_reg_Donetsk,,,
2021,com_8_groups,14_reg_Donetsk,,,
2022,com_8_groups,14_reg_Donetsk,,,
2023,com_8_groups,14_reg_Donetsk,,,
2017,com_8_groups,14_reg_Donetsk,age_1_18_35,,
2018,com_8_groups,14_reg_Donetsk,age_1_18_35,,2.5
2019,com_8_groups,14_reg_Donetsk,age_1_18_35,,6.5
2020,com_8_groups,14_reg_Donetsk,age_1_18_35,,
2021,com_8_groups,14_reg_Donetsk,age_1_18_35,,
2022,com_8_groups,14_reg_Donetsk,age_1_18_35,,
2023,com_8_groups,14_reg_Donetsk,age_1_18_35,,
2017,com_8_groups,14_reg_Donetsk,age_2_36_60,,
2018,com_8_groups,14_reg_Donetsk,age_2_36_60,,2.4
2019,com_8_groups,14_reg_Donetsk,age_2_36_60,,6.4
2020,com_8_groups,14_reg_Donetsk,age_2_36_60,,
2021,com_8_groups,14_reg_Donetsk,age_36_59,,
2022,com_8_groups,14_reg_Donetsk,age_36_59,,
2023,com_8_groups,14_reg_Donetsk,age_36_59,,
2017,com_8_groups,14_reg_Donetsk,age_3_61,,
2018,com_8_groups,14_reg_Donetsk,age_3_61,,1.7
2019,com_8_groups,14_reg_Donetsk,age_3_61,,5.9
2020,com_8_groups,14_reg_Donetsk,age_3_61,,
2021,com_8_groups,14_reg_Donetsk,age_60,,
2022,com_8_groups,14_reg_Donetsk,age_60,,
2023,com_8_groups,14_reg_Donetsk,age_60,,
2017,com_8_groups,14_reg_Donetsk,,males,
2018,com_8_groups,14_reg_Donetsk,,males,2.4
2019,com_8_groups,14_reg_Donetsk,,males,6.5
2020,com_8_groups,14_reg_Donetsk,,males,
2021,com_8_groups,14_reg_Donetsk,,males,
2022,com_8_groups,14_reg_Donetsk,,males,
2023,com_8_groups,14_reg_Donetsk,,males,
2017,com_8_groups,14_reg_Donetsk,,females,
2018,com_8_groups,14_reg_Donetsk,,females,2.1
2019,com_8_groups,14_reg_Donetsk,,females,6.1
2020,com_8_groups,14_reg_Donetsk,,females,
2021,com_8_groups,14_reg_Donetsk,,females,
2022,com_8_groups,14_reg_Donetsk,,females,
2023,com_8_groups,14_reg_Donetsk,,females,
2017,com_8_groups,21_reg_Luhansk,,,
2018,com_8_groups,21_reg_Luhansk,,,
2019,com_8_groups,21_reg_Luhansk,,,
2020,com_8_groups,21_reg_Luhansk,,,
2021,com_8_groups,21_reg_Luhansk,,,
2022,com_8_groups,21_reg_Luhansk,,,
2023,com_8_groups,21_reg_Luhansk,,,
2017,com_8_groups,21_reg_Luhansk,age_1_18_35,,
2018,com_8_groups,21_reg_Luhansk,age_1_18_35,,2.9
2019,com_8_groups,21_reg_Luhansk,age_1_18_35,,6.0
2020,com_8_groups,21_reg_Luhansk,age_1_18_35,,
2021,com_8_groups,21_reg_Luhansk,age_1_18_35,,
2022,com_8_groups,21_reg_Luhansk,age_1_18_35,,
2023,com_8_groups,21_reg_Luhansk,age_1_18_35,,
2017,com_8_groups,21_reg_Luhansk,age_2_36_60,,
2018,com_8_groups,21_reg_Luhansk,age_2_36_60,,2.7
2019,com_8_groups,21_reg_Luhansk,age_2_36_60,,6.0
2020,com_8_groups,21_reg_Luhansk,age_2_36_60,,
2021,com_8_groups,21_reg_Luhansk,age_36_59,,
2022,com_8_groups,21_reg_Luhansk,age_36_59,,
2023,com_8_groups,21_reg_Luhansk,age_36_59,,
2017,com_8_groups,21_reg_Luhansk,age_3_61,,
2018,com_8_groups,21_reg_Luhansk,age_3_61,,2.1
2019,com_8_groups,21_reg_Luhansk,age_3_61,,5.1
2020,com_8_groups,21_reg_Luhansk,age_3_61,,
2021,com_8_groups,21_reg_Luhansk,age_60,,
2022,com_8_groups,21_reg_Luhansk,age_60,,
2023,com_8_groups,21_reg_Luhansk,age_60,,
2017,com_8_groups,21_reg_Luhansk,,males,
2018,com_8_groups,21_reg_Luhansk,,males,2.8
2019,com_8_groups,21_reg_Luhansk,,males,5.9
2020,com_8_groups,21_reg_Luhansk,,males,
2021,com_8_groups,21_reg_Luhansk,,males,
2022,com_8_groups,21_reg_Luhansk,,males,
2023,com_8_groups,21_reg_Luhansk,,males,
2017,com_8_groups,21_reg_Luhansk,,females,
2018,com_8_groups,21_reg_Luhansk,,females,2.4
2019,com_8_groups,21_reg_Luhansk,,females,5.6
2020,com_8_groups,21_reg_Luhansk,,females,
2021,com_8_groups,21_reg_Luhansk,,females,
2022,com_8_groups,21_reg_Luhansk,,females,
2023,com_8_groups,21_reg_Luhansk,,females,
2017,com_8_groups,13_reg_Dnipropetrovsk,,,
2018,com_8_groups,13_reg_Dnipropetrovsk,,,
2019,com_8_groups,13_reg_Dnipropetrovsk,,,
2020,com_8_groups,13_reg_Dnipropetrovsk,,,
2021,com_8_groups,13_reg_Dnipropetrovsk,,,
2022,com_8_groups,13_reg_Dnipropetrovsk,,,
2023,com_8_groups,13_reg_Dnipropetrovsk,,,
2017,com_8_groups,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_8_groups,13_reg_Dnipropetrovsk,age_1_18_35,,2.7
2019,com_8_groups,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_8_groups,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_8_groups,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_8_groups,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_8_groups,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_8_groups,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_8_groups,13_reg_Dnipropetrovsk,age_2_36_60,,2.2
2019,com_8_groups,13_reg_Dnipropetrovsk,age_2_36_60,,
2020,com_8_groups,13_reg_Dnipropetrovsk,age_2_36_60,,
2021,com_8_groups,13_reg_Dnipropetrovsk,age_36_59,,
2022,com_8_groups,13_reg_Dnipropetrovsk,age_36_59,,
2023,com_8_groups,13_reg_Dnipropetrovsk,age_36_59,,
2017,com_8_groups,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_8_groups,13_reg_Dnipropetrovsk,age_3_61,,1.7
2019,com_8_groups,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_8_groups,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_8_groups,13_reg_Dnipropetrovsk,age_60,,
2022,com_8_groups,13_reg_Dnipropetrovsk,age_60,,
2023,com_8_groups,13_reg_Dnipropetrovsk,age_60,,
2017,com_8_groups,13_reg_Dnipropetrovsk,,males,
2018,com_8_groups,13_reg_Dnipropetrovsk,,males,2.5
2019,com_8_groups,13_reg_Dnipropetrovsk,,males,
2020,com_8_groups,13_reg_Dnipropetrovsk,,males,
2021,com_8_groups,13_reg_Dnipropetrovsk,,males,
2022,com_8_groups,13_reg_Dnipropetrovsk,,males,
2023,com_8_groups,13_reg_Dnipropetrovsk,,males,
2017,com_8_groups,13_reg_Dnipropetrovsk,,females,
2018,com_8_groups,13_reg_Dnipropetrovsk,,females,2.0
2019,com_8_groups,13_reg_Dnipropetrovsk,,females,
2020,com_8_groups,13_reg_Dnipropetrovsk,,females,
2021,com_8_groups,13_reg_Dnipropetrovsk,,females,
2022,com_8_groups,13_reg_Dnipropetrovsk,,females,
2023,com_8_groups,13_reg_Dnipropetrovsk,,females,
2017,com_8_groups,17_reg_Zaporizhzhya,,,
2018,com_8_groups,17_reg_Zaporizhzhya,,,
2019,com_8_groups,17_reg_Zaporizhzhya,,,
2020,com_8_groups,17_reg_Zaporizhzhya,,,
2021,com_8_groups,17_reg_Zaporizhzhya,,,
2022,com_8_groups,17_reg_Zaporizhzhya,,,
2023,com_8_groups,17_reg_Zaporizhzhya,,,
2017,com_8_groups,17_reg_Zaporizhzhya,age_1_18_35,,
2018,com_8_groups,17_reg_Zaporizhzhya,age_1_18_35,,2.9
2019,com_8_groups,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_8_groups,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_8_groups,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_8_groups,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_8_groups,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_8_groups,17_reg_Zaporizhzhya,age_2_36_60,,
2018,com_8_groups,17_reg_Zaporizhzhya,age_2_36_60,,2.9
2019,com_8_groups,17_reg_Zaporizhzhya,age_2_36_60,,
2020,com_8_groups,17_reg_Zaporizhzhya,age_2_36_60,,
2021,com_8_groups,17_reg_Zaporizhzhya,age_36_59,,
2022,com_8_groups,17_reg_Zaporizhzhya,age_36_59,,
2023,com_8_groups,17_reg_Zaporizhzhya,age_36_59,,
2017,com_8_groups,17_reg_Zaporizhzhya,age_3_61,,
2018,com_8_groups,17_reg_Zaporizhzhya,age_3_61,,2.3
2019,com_8_groups,17_reg_Zaporizhzhya,age_3_61,,
2020,com_8_groups,17_reg_Zaporizhzhya,age_3_61,,
2021,com_8_groups,17_reg_Zaporizhzhya,age_60,,
2022,com_8_groups,17_reg_Zaporizhzhya,age_60,,
2023,com_8_groups,17_reg_Zaporizhzhya,age_60,,
2017,com_8_groups,17_reg_Zaporizhzhya,,males,
2018,com_8_groups,17_reg_Zaporizhzhya,,males,3.0
2019,com_8_groups,17_reg_Zaporizhzhya,,males,
2020,com_8_groups,17_reg_Zaporizhzhya,,males,
2021,com_8_groups,17_reg_Zaporizhzhya,,males,
2022,com_8_groups,17_reg_Zaporizhzhya,,males,
2023,com_8_groups,17_reg_Zaporizhzhya,,males,
2017,com_8_groups,17_reg_Zaporizhzhya,,females,
2018,com_8_groups,17_reg_Zaporizhzhya,,females,2.5
2019,com_8_groups,17_reg_Zaporizhzhya,,females,
2020,com_8_groups,17_reg_Zaporizhzhya,,females,
2021,com_8_groups,17_reg_Zaporizhzhya,,females,
2022,com_8_groups,17_reg_Zaporizhzhya,,females,
2023,com_8_groups,17_reg_Zaporizhzhya,,females,
2017,com_8_groups,29_reg_Kharkiv,,,
2018,com_8_groups,29_reg_Kharkiv,,,
2019,com_8_groups,29_reg_Kharkiv,,,
2020,com_8_groups,29_reg_Kharkiv,,,
2021,com_8_groups,29_reg_Kharkiv,,,
2022,com_8_groups,29_reg_Kharkiv,,,
2023,com_8_groups,29_reg_Kharkiv,,,
2017,com_8_groups,29_reg_Kharkiv,age_1_18_35,,
2018,com_8_groups,29_reg_Kharkiv,age_1_18_35,,2.9
2019,com_8_groups,29_reg_Kharkiv,age_1_18_35,,
2020,com_8_groups,29_reg_Kharkiv,age_1_18_35,,
2021,com_8_groups,29_reg_Kharkiv,age_1_18_35,,
2022,com_8_groups,29_reg_Kharkiv,age_1_18_35,,
2023,com_8_groups,29_reg_Kharkiv,age_1_18_35,,
2017,com_8_groups,29_reg_Kharkiv,age_2_36_60,,
2018,com_8_groups,29_reg_Kharkiv,age_2_36_60,,2.7
2019,com_8_groups,29_reg_Kharkiv,age_2_36_60,,
2020,com_8_groups,29_reg_Kharkiv,age_2_36_60,,
2021,com_8_groups,29_reg_Kharkiv,age_36_59,,
2022,com_8_groups,29_reg_Kharkiv,age_36_59,,
2023,com_8_groups,29_reg_Kharkiv,age_36_59,,
2017,com_8_groups,29_reg_Kharkiv,age_3_61,,
2018,com_8_groups,29_reg_Kharkiv,age_3_61,,2.0
2019,com_8_groups,29_reg_Kharkiv,age_3_61,,
2020,com_8_groups,29_reg_Kharkiv,age_3_61,,
2021,com_8_groups,29_reg_Kharkiv,age_60,,
2022,com_8_groups,29_reg_Kharkiv,age_60,,
2023,com_8_groups,29_reg_Kharkiv,age_60,,
2017,com_8_groups,29_reg_Kharkiv,,males,
2018,com_8_groups,29_reg_Kharkiv,,males,2.8
2019,com_8_groups,29_reg_Kharkiv,,males,
2020,com_8_groups,29_reg_Kharkiv,,males,
2021,com_8_groups,29_reg_Kharkiv,,males,
2022,com_8_groups,29_reg_Kharkiv,,males,
2023,com_8_groups,29_reg_Kharkiv,,males,
2017,com_8_groups,29_reg_Kharkiv,,females,
2018,com_8_groups,29_reg_Kharkiv,,females,2.5
2019,com_8_groups,29_reg_Kharkiv,,females,
2020,com_8_groups,29_reg_Kharkiv,,females,
2021,com_8_groups,29_reg_Kharkiv,,females,
2022,com_8_groups,29_reg_Kharkiv,,females,
2023,com_8_groups,29_reg_Kharkiv,,females,
2017,com_9_psy,14_reg_Donetsk,,,
2018,com_9_psy,14_reg_Donetsk,,,
2019,com_9_psy,14_reg_Donetsk,,,
2020,com_9_psy,14_reg_Donetsk,,,
2021,com_9_psy,14_reg_Donetsk,,,
2022,com_9_psy,14_reg_Donetsk,,,
2023,com_9_psy,14_reg_Donetsk,,,
2017,com_9_psy,14_reg_Donetsk,age_1_18_35,,
2018,com_9_psy,14_reg_Donetsk,age_1_18_35,,1.9
2019,com_9_psy,14_reg_Donetsk,age_1_18_35,,5.1
2020,com_9_psy,14_reg_Donetsk,age_1_18_35,,
2021,com_9_psy,14_reg_Donetsk,age_1_18_35,,
2022,com_9_psy,14_reg_Donetsk,age_1_18_35,,
2023,com_9_psy,14_reg_Donetsk,age_1_18_35,,
2017,com_9_psy,14_reg_Donetsk,age_2_36_60,,
2018,com_9_psy,14_reg_Donetsk,age_2_36_60,,1.9
2019,com_9_psy,14_reg_Donetsk,age_2_36_60,,4.8
2020,com_9_psy,14_reg_Donetsk,age_2_36_60,,
2021,com_9_psy,14_reg_Donetsk,age_36_59,,
2022,com_9_psy,14_reg_Donetsk,age_36_59,,
2023,com_9_psy,14_reg_Donetsk,age_36_59,,
2017,com_9_psy,14_reg_Donetsk,age_3_61,,
2018,com_9_psy,14_reg_Donetsk,age_3_61,,1.0
2019,com_9_psy,14_reg_Donetsk,age_3_61,,4.8
2020,com_9_psy,14_reg_Donetsk,age_3_61,,
2021,com_9_psy,14_reg_Donetsk,age_60,,
2022,com_9_psy,14_reg_Donetsk,age_60,,
2023,com_9_psy,14_reg_Donetsk,age_60,,
2017,com_9_psy,14_reg_Donetsk,,males,
2018,com_9_psy,14_reg_Donetsk,,males,2.5
2019,com_9_psy,14_reg_Donetsk,,males,5.2
2020,com_9_psy,14_reg_Donetsk,,males,
2021,com_9_psy,14_reg_Donetsk,,males,
2022,com_9_psy,14_reg_Donetsk,,males,
2023,com_9_psy,14_reg_Donetsk,,males,
2017,com_9_psy,14_reg_Donetsk,,females,
2018,com_9_psy,14_reg_Donetsk,,females,0.9
2019,com_9_psy,14_reg_Donetsk,,females,4.6
2020,com_9_psy,14_reg_Donetsk,,females,
2021,com_9_psy,14_reg_Donetsk,,females,
2022,com_9_psy,14_reg_Donetsk,,females,
2023,com_9_psy,14_reg_Donetsk,,females,
2017,com_9_psy,21_reg_Luhansk,,,
2018,com_9_psy,21_reg_Luhansk,,,
2019,com_9_psy,21_reg_Luhansk,,,
2020,com_9_psy,21_reg_Luhansk,,,
2021,com_9_psy,21_reg_Luhansk,,,
2022,com_9_psy,21_reg_Luhansk,,,
2023,com_9_psy,21_reg_Luhansk,,,
2017,com_9_psy,21_reg_Luhansk,age_1_18_35,,
2018,com_9_psy,21_reg_Luhansk,age_1_18_35,,2.2
2019,com_9_psy,21_reg_Luhansk,age_1_18_35,,4.7
2020,com_9_psy,21_reg_Luhansk,age_1_18_35,,
2021,com_9_psy,21_reg_Luhansk,age_1_18_35,,
2022,com_9_psy,21_reg_Luhansk,age_1_18_35,,
2023,com_9_psy,21_reg_Luhansk,age_1_18_35,,
2017,com_9_psy,21_reg_Luhansk,age_2_36_60,,
2018,com_9_psy,21_reg_Luhansk,age_2_36_60,,1.7
2019,com_9_psy,21_reg_Luhansk,age_2_36_60,,4.6
2020,com_9_psy,21_reg_Luhansk,age_2_36_60,,
2021,com_9_psy,21_reg_Luhansk,age_36_59,,
2022,com_9_psy,21_reg_Luhansk,age_36_59,,
2023,com_9_psy,21_reg_Luhansk,age_36_59,,
2017,com_9_psy,21_reg_Luhansk,age_3_61,,
2018,com_9_psy,21_reg_Luhansk,age_3_61,,1.0
2019,com_9_psy,21_reg_Luhansk,age_3_61,,4.4
2020,com_9_psy,21_reg_Luhansk,age_3_61,,
2021,com_9_psy,21_reg_Luhansk,age_60,,
2022,com_9_psy,21_reg_Luhansk,age_60,,
2023,com_9_psy,21_reg_Luhansk,age_60,,
2017,com_9_psy,21_reg_Luhansk,,males,
2018,com_9_psy,21_reg_Luhansk,,males,2.4
2019,com_9_psy,21_reg_Luhansk,,males,5.0
2020,com_9_psy,21_reg_Luhansk,,males,
2021,com_9_psy,21_reg_Luhansk,,males,
2022,com_9_psy,21_reg_Luhansk,,males,
2023,com_9_psy,21_reg_Luhansk,,males,
2017,com_9_psy,21_reg_Luhansk,,females,
2018,com_9_psy,21_reg_Luhansk,,females,1.0
2019,com_9_psy,21_reg_Luhansk,,females,4.3
2020,com_9_psy,21_reg_Luhansk,,females,
2021,com_9_psy,21_reg_Luhansk,,females,
2022,com_9_psy,21_reg_Luhansk,,females,
2023,com_9_psy,21_reg_Luhansk,,females,
2017,com_9_psy,13_reg_Dnipropetrovsk,,,
2018,com_9_psy,13_reg_Dnipropetrovsk,,,
2019,com_9_psy,13_reg_Dnipropetrovsk,,,
2020,com_9_psy,13_reg_Dnipropetrovsk,,,
2021,com_9_psy,13_reg_Dnipropetrovsk,,,
2022,com_9_psy,13_reg_Dnipropetrovsk,,,
2023,com_9_psy,13_reg_Dnipropetrovsk,,,
2017,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,2.1
2019,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_9_psy,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60,,2.0
2019,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60,,
2020,com_9_psy,13_reg_Dnipropetrovsk,age_2_36_60,,
2021,com_9_psy,13_reg_Dnipropetrovsk,age_36_59,,
2022,com_9_psy,13_reg_Dnipropetrovsk,age_36_59,,
2023,com_9_psy,13_reg_Dnipropetrovsk,age_36_59,,
2017,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,1.4
2019,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_9_psy,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_9_psy,13_reg_Dnipropetrovsk,age_60,,
2022,com_9_psy,13_reg_Dnipropetrovsk,age_60,,
2023,com_9_psy,13_reg_Dnipropetrovsk,age_60,,
2017,com_9_psy,13_reg_Dnipropetrovsk,,males,
2018,com_9_psy,13_reg_Dnipropetrovsk,,males,2.5
2019,com_9_psy,13_reg_Dnipropetrovsk,,males,
2020,com_9_psy,13_reg_Dnipropetrovsk,,males,
2021,com_9_psy,13_reg_Dnipropetrovsk,,males,
2022,com_9_psy,13_reg_Dnipropetrovsk,,males,
2023,com_9_psy,13_reg_Dnipropetrovsk,,males,
2017,com_9_psy,13_reg_Dnipropetrovsk,,females,
2018,com_9_psy,13_reg_Dnipropetrovsk,,females,1.4
2019,com_9_psy,13_reg_Dnipropetrovsk,,females,
2020,com_9_psy,13_reg_Dnipropetrovsk,,females,
2021,com_9_psy,13_reg_Dnipropetrovsk,,females,
2022,com_9_psy,13_reg_Dnipropetrovsk,,females,
2023,com_9_psy,13_reg_Dnipropetrovsk,,females,
2017,com_9_psy,17_reg_Zaporizhzhya,,,
2018,com_9_psy,17_reg_Zaporizhzhya,,,
2019,com_9_psy,17_reg_Zaporizhzhya,,,
2020,com_9_psy,17_reg_Zaporizhzhya,,,
2021,com_9_psy,17_reg_Zaporizhzhya,,,
2022,com_9_psy,17_reg_Zaporizhzhya,,,
2023,com_9_psy,17_reg_Zaporizhzhya,,,
2017,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2018,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,2.5
2019,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_9_psy,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_9_psy,17_reg_Zaporizhzhya,age_2_36_60,,
2018,com_9_psy,17_reg_Zaporizhzhya,age_2_36_60,,2.2
2019,com_9_psy,17_reg_Zaporizhzhya,age_2_36_60,,
2020,com_9_psy,17_reg_Zaporizhzhya,age_2_36_60,,
2021,com_9_psy,17_reg_Zaporizhzhya,age_36_59,,
2022,com_9_psy,17_reg_Zaporizhzhya,age_36_59,,
2023,com_9_psy,17_reg_Zaporizhzhya,age_36_59,,
2017,com_9_psy,17_reg_Zaporizhzhya,age_3_61,,
2018,com_9_psy,17_reg_Zaporizhzhya,age_3_61,,1.1
2019,com_9_psy,17_reg_Zaporizhzhya,age_3_61,,
2020,com_9_psy,17_reg_Zaporizhzhya,age_3_61,,
2021,com_9_psy,17_reg_Zaporizhzhya,age_60,,
2022,com_9_psy,17_reg_Zaporizhzhya,age_60,,
2023,com_9_psy,17_reg_Zaporizhzhya,age_60,,
2017,com_9_psy,17_reg_Zaporizhzhya,,males,
2018,com_9_psy,17_reg_Zaporizhzhya,,males,2.9
2019,com_9_psy,17_reg_Zaporizhzhya,,males,
2020,com_9_psy,17_reg_Zaporizhzhya,,males,
2021,com_9_psy,17_reg_Zaporizhzhya,,males,
2022,com_9_psy,17_reg_Zaporizhzhya,,males,
